Year,Month,Day ,Hour,Load,Wind,Solar,NetLoad
2005,2,2,2,3833,459,,3375
2005,2,2,3,3805,400,,3406
2005,2,2,4,3841,339,,3503
2005,2,2,5,3945,330,,3615
2005,2,2,6,4287,353,,3934
2005,2,2,7,4837,407,,4430
2005,2,2,8,5030,322,,4708
2005,2,2,9,4992,177,,4815
2005,2,2,10,4997,189,,4808
2005,2,2,11,4971,184,,4787
2005,2,2,12,4949,192,,4757
2005,2,2,13,4863,197,,4667
2005,2,2,14,4847,199,,4648
2005,2,2,15,4770,324,,4447
2005,2,2,16,4740,455,,4286
2005,2,2,17,4734,587,,4148
2005,2,2,18,5149,705,,4444
2005,2,2,19,5383,756,,4628
2005,2,2,20,5315,776,,4539
2005,2,2,21,5166,809,,4358
2005,2,2,22,4855,913,,3943
2005,2,2,23,4453,978,,3475
2005,2,2,24,4048,1050,,2998
2005,2,3,1,3881,1088,,2793
2005,2,3,2,3777,1115,,2663
2005,2,3,3,3771,1106,,2665
2005,2,3,4,3781,1069,,2712
2005,2,3,5,3893,1028,,2866
2005,2,3,6,4211,998,,3214
2005,2,3,7,4730,966,,3765
2005,2,3,8,4928,801,,4127
2005,2,3,9,4928,461,,4467
2005,2,3,10,4914,430,,4485
2005,2,3,11,4925,349,,4577
2005,2,3,12,4877,268,,4609
2005,2,3,13,4804,227,,4578
2005,2,3,14,4771,187,,4585
2005,2,3,15,4719,174,,4546
2005,2,3,16,4674,180,,4495
2005,2,3,17,4683,217,,4466
2005,2,3,18,5048,259,,4790
2005,2,3,19,5331,276,,5056
2005,2,3,20,5274,285,,4989
2005,2,3,21,5112,289,,4823
2005,2,3,22,4814,300,,4514
2005,2,3,23,4373,312,,4062
2005,2,3,24,4001,343,,3659
2005,2,4,1,3806,381,,3426
2005,2,4,2,3722,402,,3321
2005,2,4,3,3684,398,,3287
2005,2,4,4,3696,393,,3304
2005,2,4,5,3821,373,,3448
2005,2,4,6,4131,360,,3772
2005,2,4,7,4648,350,,4299
2005,2,4,8,4828,316,,4512
2005,2,4,9,4878,211,,4668
2005,2,4,10,4874,155,,4720
2005,2,4,11,4893,149,,4745
2005,2,4,12,4845,146,,4699
2005,2,4,13,4808,160,,4648
2005,2,4,14,4750,168,,4583
2005,2,4,15,4715,167,,4549
2005,2,4,16,4648,199,,4449
2005,2,4,17,4668,304,,4365
2005,2,4,18,4958,421,,4537
2005,2,4,19,5180,499,,4681
2005,2,4,20,5096,526,,4571
2005,2,4,21,4917,534,,4384
2005,2,4,22,4689,520,,4170
2005,2,4,23,4324,487,,3837
2005,2,4,24,3998,456,,3542
2005,2,5,1,3790,460,,3330
2005,2,5,2,3701,488,,3214
2005,2,5,3,3626,472,,3155
2005,2,5,4,3634,424,,3211
2005,2,5,5,3694,432,,3263
2005,2,5,6,3841,469,,3372
2005,2,5,7,4159,439,,3720
2005,2,5,8,4349,403,,3947
2005,2,5,9,4491,276,,4216
2005,2,5,10,4577,127,,4451
2005,2,5,11,4596,80,,4517
2005,2,5,12,4598,94,,4504
2005,2,5,13,4535,114,,4422
2005,2,5,14,4434,139,,4296
2005,2,5,15,4375,266,,4109
2005,2,5,16,4349,420,,3929
2005,2,5,17,4409,518,,3891
2005,2,5,18,4757,640,,4118
2005,2,5,19,5001,720,,4282
2005,2,5,20,4928,752,,4177
2005,2,5,21,4774,781,,3993
2005,2,5,22,4596,715,,3882
2005,2,5,23,4240,639,,3602
2005,2,5,24,3942,597,,3345
2005,2,6,1,3765,758,,3007
2005,2,6,2,3621,759,,2862
2005,2,6,3,3563,751,,2813
2005,2,6,4,3558,669,,2889
2005,2,6,5,3597,737,,2860
2005,2,6,6,3704,754,,2951
2005,2,6,7,3912,674,,3238
2005,2,6,8,4082,541,,3541
2005,2,6,9,4330,423,,3907
2005,2,6,10,4535,319,,4216
2005,2,6,11,4639,285,,4355
2005,2,6,12,4676,267,,4409
2005,2,6,13,4665,276,,4389
2005,2,6,14,4574,310,,4265
2005,2,6,15,4568,399,,4170
2005,2,6,16,4552,491,,4061
2005,2,6,17,4625,633,,3992
2005,2,6,18,4912,739,,4173
2005,2,6,19,5113,765,,4348
2005,2,6,20,5023,730,,4294
2005,2,6,21,4920,677,,4244
2005,2,6,22,4739,558,,4182
2005,2,6,23,4326,402,,3924
2005,2,6,24,3981,357,,3624
2005,2,7,1,3774,417,,3357
2005,2,7,2,3681,448,,3234
2005,2,7,3,3653,474,,3179
2005,2,7,4,3668,602,,3066
2005,2,7,5,3760,672,,3088
2005,2,7,6,4034,695,,3339
2005,2,7,7,4487,646,,3841
2005,2,7,8,4761,482,,4280
2005,2,7,9,4896,420,,4477
2005,2,7,10,5016,456,,4560
2005,2,7,11,5054,498,,4556
2005,2,7,12,5082,540,,4542
2005,2,7,13,5037,614,,4424
2005,2,7,14,4978,656,,4323
2005,2,7,15,4987,675,,4312
2005,2,7,16,4946,660,,4286
2005,2,7,17,5069,778,,4291
2005,2,7,18,5387,861,,4527
2005,2,7,19,5587,873,,4715
2005,2,7,20,5466,840,,4626
2005,2,7,21,5316,831,,4485
2005,2,7,22,5003,817,,4187
2005,2,7,23,4521,768,,3754
2005,2,7,24,4114,750,,3365
2005,2,8,1,3874,730,,3144
2005,2,8,2,3789,723,,3066
2005,2,8,3,3781,717,,3064
2005,2,8,4,3755,789,,2967
2005,2,8,5,3892,806,,3086
2005,2,8,6,4211,859,,3353
2005,2,8,7,4754,881,,3874
2005,2,8,8,5008,854,,4155
2005,2,8,9,5086,904,,4183
2005,2,8,10,5137,994,,4144
2005,2,8,11,5142,1056,,4086
2005,2,8,12,5122,1084,,4039
2005,2,8,13,5079,1051,,4029
2005,2,8,14,5015,995,,4021
2005,2,8,15,4982,895,,4088
2005,2,8,16,4930,892,,4038
2005,2,8,17,5045,854,,4192
2005,2,8,18,5360,861,,4500
2005,2,8,19,5612,837,,4775
2005,2,8,20,5491,688,,4803
2005,2,8,21,5347,606,,4742
2005,2,8,22,5019,605,,4415
2005,2,8,23,4542,677,,3865
2005,2,8,24,4152,666,,3487
2005,2,9,1,3938,653,,3285
2005,2,9,2,3863,695,,3168
2005,2,9,3,3834,707,,3128
2005,2,9,4,3828,687,,3141
2005,2,9,5,3950,747,,3204
2005,2,9,6,4277,832,,3445
2005,2,9,7,4811,858,,3954
2005,2,9,8,5022,743,,4280
2005,2,9,9,5037,635,,4402
2005,2,9,10,5037,813,,4225
2005,2,9,11,5025,978,,4047
2005,2,9,12,4982,1094,,3888
2005,2,9,13,4909,1127,,3782
2005,2,9,14,4878,1088,,3791
2005,2,9,15,4837,974,,3863
2005,2,9,16,4777,733,,4045
2005,2,9,17,4852,625,,4227
2005,2,9,18,5170,589,,4581
2005,2,9,19,5478,550,,4928
2005,2,9,20,5430,468,,4963
2005,2,9,21,5283,418,,4866
2005,2,9,22,5000,379,,4622
2005,2,9,23,4518,379,,4140
2005,2,9,24,4130,395,,3736
2005,2,10,1,3968,417,,3552
2005,2,10,2,3873,479,,3395
2005,2,10,3,3862,568,,3294
2005,2,10,4,3850,577,,3273
2005,2,10,5,3954,599,,3356
2005,2,10,6,4306,576,,3730
2005,2,10,7,4846,533,,4313
2005,2,10,8,5044,468,,4576
2005,2,10,9,5023,331,,4693
2005,2,10,10,5036,300,,4737
2005,2,10,11,5022,367,,4655
2005,2,10,12,4976,395,,4582
2005,2,10,13,4866,414,,4452
2005,2,10,14,4840,405,,4436
2005,2,10,15,4778,344,,4434
2005,2,10,16,4755,251,,4505
2005,2,10,17,4781,205,,4577
2005,2,10,18,5127,167,,4961
2005,2,10,19,5414,164,,5251
2005,2,10,20,5357,179,,5178
2005,2,10,21,5198,188,,5011
2005,2,10,22,4929,177,,4753
2005,2,10,23,4452,172,,4280
2005,2,10,24,4080,170,,3911
2005,2,11,1,3877,168,,3710
2005,2,11,2,3791,182,,3610
2005,2,11,3,3756,220,,3537
2005,2,11,4,3754,239,,3515
2005,2,11,5,3878,257,,3621
2005,2,11,6,4194,266,,3928
2005,2,11,7,4739,256,,4484
2005,2,11,8,4917,241,,4676
2005,2,11,9,4968,183,,4785
2005,2,11,10,4952,87,,4866
2005,2,11,11,4934,92,,4843
2005,2,11,12,4886,122,,4765
2005,2,11,13,4832,154,,4679
2005,2,11,14,4806,170,,4637
2005,2,11,15,4739,159,,4581
2005,2,11,16,4680,169,,4511
2005,2,11,17,4746,186,,4560
2005,2,11,18,5022,210,,4812
2005,2,11,19,5213,235,,4979
2005,2,11,20,5103,270,,4833
2005,2,11,21,4946,262,,4684
2005,2,11,22,4716,241,,4475
2005,2,11,23,4338,167,,4171
2005,2,11,24,3968,197,,3771
2005,2,12,1,3752,200,,3553
2005,2,12,2,3655,235,,3420
2005,2,12,3,3586,242,,3344
2005,2,12,4,3564,210,,3354
2005,2,12,5,3639,201,,3439
2005,2,12,6,3799,200,,3600
2005,2,12,7,4113,161,,3952
2005,2,12,8,4268,128,,4140
2005,2,12,9,4477,103,,4375
2005,2,12,10,4568,71,,4498
2005,2,12,11,4618,60,,4558
2005,2,12,12,4566,81,,4486
2005,2,12,13,4507,113,,4395
2005,2,12,14,4460,109,,4351
2005,2,12,15,4407,121,,4286
2005,2,12,16,4369,145,,4224
2005,2,12,17,4462,174,,4289
2005,2,12,18,4742,259,,4483
2005,2,12,19,4954,395,,4559
2005,2,12,20,4880,497,,4384
2005,2,12,21,4730,526,,4205
2005,2,12,22,4541,526,,4016
2005,2,12,23,4221,563,,3659
2005,2,12,24,3890,786,,3105
2005,2,13,1,3679,936,,2744
2005,2,13,2,3568,1013,,2555
2005,2,13,3,3514,1066,,2449
2005,2,13,4,3472,1139,,2334
2005,2,13,5,3510,1252,,2259
2005,2,13,6,3574,1246,,2328
2005,2,13,7,3784,1210,,2574
2005,2,13,8,3874,1115,,2759
2005,2,13,9,4095,1093,,3002
2005,2,13,10,4200,1137,,3064
2005,2,13,11,4271,1140,,3131
2005,2,13,12,4275,1142,,3133
2005,2,13,13,4281,1114,,3168
2005,2,13,14,4219,1045,,3175
2005,2,13,15,4179,908,,3271
2005,2,13,16,4202,719,,3483
2005,2,13,17,4297,871,,3427
2005,2,13,18,4641,964,,3678
2005,2,13,19,4975,1003,,3973
2005,2,13,20,4904,994,,3910
2005,2,13,21,4791,1022,,3770
2005,2,13,22,4543,970,,3573
2005,2,13,23,4132,950,,3183
2005,2,13,24,3788,969,,2820
2005,2,14,1,3587,988,,2599
2005,2,14,2,3497,996,,2501
2005,2,14,3,3493,995,,2499
2005,2,14,4,3458,1018,,2441
2005,2,14,5,3588,996,,2593
2005,2,14,6,3837,931,,2907
2005,2,14,7,4312,802,,3510
2005,2,14,8,4473,670,,3804
2005,2,14,9,4568,577,,3992
2005,2,14,10,4592,737,,3855
2005,2,14,11,4663,836,,3828
2005,2,14,12,4646,887,,3760
2005,2,14,13,4642,977,,3665
2005,2,14,14,4591,987,,3604
2005,2,14,15,4575,928,,3648
2005,2,14,16,4555,860,,3696
2005,2,14,17,4601,926,,3676
2005,2,14,18,4849,960,,3889
2005,2,14,19,5176,993,,4183
2005,2,14,20,5089,1028,,4061
2005,2,14,21,4959,1084,,3876
2005,2,14,22,4654,1101,,3553
2005,2,14,23,4203,1166,,3038
2005,2,14,24,3827,1322,,2505
2005,2,15,1,3620,1387,,2234
2005,2,15,2,3534,1410,,2124
2005,2,15,3,3527,1407,,2120
2005,2,15,4,3554,1309,,2246
2005,2,15,5,3677,1109,,2568
2005,2,15,6,4013,976,,3038
2005,2,15,7,4576,808,,3768
2005,2,15,8,4846,715,,4132
2005,2,15,9,4924,672,,4253
2005,2,15,10,4991,713,,4279
2005,2,15,11,5064,734,,4330
2005,2,15,12,5077,752,,4326
2005,2,15,13,5060,801,,4260
2005,2,15,14,5040,816,,4225
2005,2,15,15,4998,809,,4190
2005,2,15,16,5017,764,,4253
2005,2,15,17,5107,718,,4390
2005,2,15,18,5360,662,,4698
2005,2,15,19,5577,605,,4972
2005,2,15,20,5456,505,,4952
2005,2,15,21,5305,428,,4877
2005,2,15,22,4942,403,,4539
2005,2,15,23,4450,424,,4027
2005,2,15,24,4065,486,,3580
2005,2,16,1,3857,516,,3342
2005,2,16,2,3749,558,,3191
2005,2,16,3,3729,605,,3125
2005,2,16,4,3741,582,,3159
2005,2,16,5,3857,517,,3340
2005,2,16,6,4175,512,,3664
2005,2,16,7,4716,482,,4234
2005,2,16,8,4991,441,,4550
2005,2,16,9,5063,415,,4649
2005,2,16,10,5131,529,,4602
2005,2,16,11,5153,620,,4533
2005,2,16,12,5158,639,,4520
2005,2,16,13,5133,650,,4484
2005,2,16,14,5095,638,,4457
2005,2,16,15,5078,630,,4448
2005,2,16,16,5047,609,,4438
2005,2,16,17,5200,583,,4618
2005,2,16,18,5475,548,,4928
2005,2,16,19,5675,454,,5222
2005,2,16,20,5551,332,,5219
2005,2,16,21,5396,315,,5081
2005,2,16,22,5052,321,,4731
2005,2,16,23,4561,329,,4233
2005,2,16,24,4182,309,,3873
2005,2,17,1,3966,305,,3662
2005,2,17,2,3890,306,,3584
2005,2,17,3,3875,317,,3558
2005,2,17,4,3881,313,,3569
2005,2,17,5,4000,313,,3687
2005,2,17,6,4319,323,,3997
2005,2,17,7,4852,335,,4518
2005,2,17,8,5040,235,,4805
2005,2,17,9,5044,173,,4872
2005,2,17,10,5060,250,,4811
2005,2,17,11,5012,298,,4715
2005,2,17,12,4976,327,,4650
2005,2,17,13,4916,347,,4570
2005,2,17,14,4882,367,,4516
2005,2,17,15,4836,377,,4460
2005,2,17,16,4779,365,,4415
2005,2,17,17,4856,320,,4536
2005,2,17,18,5122,284,,4838
2005,2,17,19,5467,265,,5202
2005,2,17,20,5372,226,,5146
2005,2,17,21,5284,239,,5046
2005,2,17,22,4964,287,,4678
2005,2,17,23,4516,259,,4257
2005,2,17,24,4119,198,,3921
2005,2,18,1,3929,215,,3714
2005,2,18,2,3865,198,,3668
2005,2,18,3,3838,191,,3648
2005,2,18,4,3837,174,,3664
2005,2,18,5,3951,160,,3791
2005,2,18,6,4253,174,,4080
2005,2,18,7,4750,208,,4542
2005,2,18,8,4907,188,,4720
2005,2,18,9,4986,133,,4853
2005,2,18,10,5012,187,,4825
2005,2,18,11,5007,254,,4754
2005,2,18,12,4914,345,,4570
2005,2,18,13,4885,447,,4438
2005,2,18,14,4833,517,,4317
2005,2,18,15,4762,564,,4198
2005,2,18,16,4709,600,,4110
2005,2,18,17,4754,577,,4177
2005,2,18,18,5044,528,,4516
2005,2,18,19,5334,541,,4793
2005,2,18,20,5212,522,,4691
2005,2,18,21,5099,585,,4514
2005,2,18,22,4822,704,,4118
2005,2,18,23,4468,774,,3695
2005,2,18,24,4086,721,,3366
2005,2,19,1,3881,742,,3140
2005,2,19,2,3788,728,,3061
2005,2,19,3,3721,720,,3001
2005,2,19,4,3715,709,,3006
2005,2,19,5,3770,700,,3070
2005,2,19,6,3919,707,,3212
2005,2,19,7,4192,715,,3478
2005,2,19,8,4338,700,,3638
2005,2,19,9,4522,646,,3877
2005,2,19,10,4646,659,,3987
2005,2,19,11,4696,659,,4038
2005,2,19,12,4617,718,,3900
2005,2,19,13,4549,777,,3773
2005,2,19,14,4475,788,,3688
2005,2,19,15,4406,808,,3599
2005,2,19,16,4375,844,,3532
2005,2,19,17,4438,872,,3567
2005,2,19,18,4714,989,,3726
2005,2,19,19,5019,1054,,3966
2005,2,19,20,4919,1089,,3831
2005,2,19,21,4785,1187,,3598
2005,2,19,22,4592,1305,,3288
2005,2,19,23,4280,1388,,2893
2005,2,19,24,3957,1415,,2542
2005,2,20,1,3750,1450,,2300
2005,2,20,2,3653,1415,,2238
2005,2,20,3,3519,1257,,2263
2005,2,20,4,3533,1125,,2408
2005,2,20,5,3575,1076,,2499
2005,2,20,6,3659,1023,,2636
2005,2,20,7,3809,994,,2816
2005,2,20,8,3910,864,,3046
2005,2,20,9,4075,657,,3419
2005,2,20,10,4207,710,,3498
2005,2,20,11,4278,752,,3527
2005,2,20,12,4265,738,,3528
2005,2,20,13,4252,870,,3383
2005,2,20,14,4190,838,,3352
2005,2,20,15,4188,823,,3365
2005,2,20,16,4218,925,,3294
2005,2,20,17,4408,1000,,3409
2005,2,20,18,4657,1071,,3586
2005,2,20,19,4965,1099,,3866
2005,2,20,20,4887,1076,,3812
2005,2,20,21,4736,1159,,3578
2005,2,20,22,4511,1117,,3395
2005,2,20,23,4176,1118,,3058
2005,2,20,24,3845,1025,,2821
2005,2,21,1,3667,867,,2801
2005,2,21,2,3569,695,,2875
2005,2,21,3,3546,530,,3016
2005,2,21,4,3534,559,,2975
2005,2,21,5,3649,640,,3009
2005,2,21,6,3833,697,,3137
2005,2,21,7,4124,689,,3436
2005,2,21,8,4262,601,,3662
2005,2,21,9,4458,406,,4052
2005,2,21,10,4555,343,,4213
2005,2,21,11,4614,371,,4244
2005,2,21,12,4607,402,,4206
2005,2,21,13,4584,467,,4117
2005,2,21,14,4539,471,,4069
2005,2,21,15,4513,487,,4027
2005,2,21,16,4517,527,,3991
2005,2,21,17,4610,585,,4025
2005,2,21,18,4886,578,,4308
2005,2,21,19,5223,508,,4715
2005,2,21,20,5136,436,,4701
2005,2,21,21,4964,402,,4562
2005,2,21,22,4662,402,,4261
2005,2,21,23,4229,426,,3803
2005,2,21,24,3848,404,,3445
2005,2,22,1,3665,349,,3316
2005,2,22,2,3559,307,,3253
2005,2,22,3,3525,273,,3252
2005,2,22,4,3532,328,,3204
2005,2,22,5,3665,380,,3286
2005,2,22,6,3971,395,,3576
2005,2,22,7,4416,381,,4035
2005,2,22,8,4660,302,,4358
2005,2,22,9,4795,184,,4612
2005,2,22,10,4868,126,,4743
2005,2,22,11,4917,120,,4798
2005,2,22,12,4902,134,,4769
2005,2,22,13,4808,154,,4655
2005,2,22,14,4751,167,,4585
2005,2,22,15,4709,163,,4547
2005,2,22,16,4714,189,,4526
2005,2,22,17,4741,231,,4511
2005,2,22,18,5062,255,,4807
2005,2,22,19,5354,248,,5106
2005,2,22,20,5302,207,,5096
2005,2,22,21,5146,189,,4957
2005,2,22,22,4808,187,,4621
2005,2,22,23,4333,173,,4161
2005,2,22,24,3938,170,,3769
2005,2,23,1,3728,173,,3555
2005,2,23,2,3634,177,,3457
2005,2,23,3,3630,148,,3482
2005,2,23,4,3609,143,,3467
2005,2,23,5,3758,144,,3614
2005,2,23,6,4063,138,,3925
2005,2,23,7,4563,121,,4443
2005,2,23,8,4771,85,,4686
2005,2,23,9,4893,54,,4840
2005,2,23,10,4929,33,,4897
2005,2,23,11,4992,28,,4965
2005,2,23,12,4955,31,,4924
2005,2,23,13,4877,41,,4836
2005,2,23,14,4811,47,,4765
2005,2,23,15,4758,132,,4626
2005,2,23,16,4751,223,,4529
2005,2,23,17,4791,287,,4504
2005,2,23,18,5045,371,,4674
2005,2,23,19,5397,379,,5019
2005,2,23,20,5321,265,,5057
2005,2,23,21,5191,235,,4957
2005,2,23,22,4850,153,,4698
2005,2,23,23,4398,125,,4274
2005,2,23,24,3997,114,,3883
2005,2,24,1,3822,123,,3699
2005,2,24,2,3721,191,,3531
2005,2,24,3,3721,290,,3432
2005,2,24,4,3699,172,,3527
2005,2,24,5,3812,262,,3550
2005,2,24,6,4171,190,,3982
2005,2,24,7,4653,174,,4479
2005,2,24,8,4854,112,,4743
2005,2,24,9,4890,93,,4797
2005,2,24,10,4915,118,,4797
2005,2,24,11,4891,145,,4746
2005,2,24,12,4886,119,,4767
2005,2,24,13,4783,64,,4720
2005,2,24,14,4731,42,,4690
2005,2,24,15,4702,69,,4634
2005,2,24,16,4686,94,,4593
2005,2,24,17,4694,109,,4586
2005,2,24,18,4886,138,,4749
2005,2,24,19,5293,148,,5145
2005,2,24,20,5250,133,,5118
2005,2,24,21,5121,138,,4984
2005,2,24,22,4831,129,,4702
2005,2,24,23,4374,158,,4216
2005,2,24,24,3997,176,,3821
2005,2,25,1,3794,185,,3609
2005,2,25,2,3722,215,,3508
2005,2,25,3,3698,240,,3458
2005,2,25,4,3667,176,,3492
2005,2,25,5,3798,181,,3617
2005,2,25,6,4170,138,,4033
2005,2,25,7,4636,111,,4526
2005,2,25,8,4811,59,,4753
2005,2,25,9,4847,34,,4813
2005,2,25,10,4848,50,,4799
2005,2,25,11,4820,78,,4743
2005,2,25,12,4814,82,,4732
2005,2,25,13,4752,65,,4687
2005,2,25,14,4675,62,,4614
2005,2,25,15,4663,70,,4593
2005,2,25,16,4621,92,,4529
2005,2,25,17,4621,104,,4517
2005,2,25,18,4801,137,,4664
2005,2,25,19,5118,183,,4936
2005,2,25,20,5056,247,,4809
2005,2,25,21,4926,292,,4635
2005,2,25,22,4691,299,,4392
2005,2,25,23,4325,310,,4015
2005,2,25,24,3944,295,,3649
2005,2,26,1,3738,300,,3438
2005,2,26,2,3660,296,,3364
2005,2,26,3,3632,288,,3345
2005,2,26,4,3602,256,,3346
2005,2,26,5,3646,209,,3437
2005,2,26,6,3848,187,,3662
2005,2,26,7,4138,144,,3994
2005,2,26,8,4288,63,,4226
2005,2,26,9,4430,47,,4383
2005,2,26,10,4547,57,,4490
2005,2,26,11,4555,85,,4471
2005,2,26,12,4531,116,,4415
2005,2,26,13,4465,149,,4316
2005,2,26,14,4367,163,,4204
2005,2,26,15,4352,166,,4186
2005,2,26,16,4305,201,,4104
2005,2,26,17,4367,312,,4055
2005,2,26,18,4602,442,,4160
2005,2,26,19,4912,523,,4389
2005,2,26,20,4856,557,,4300
2005,2,26,21,4712,556,,4156
2005,2,26,22,4548,649,,3900
2005,2,26,23,4213,709,,3505
2005,2,26,24,3884,762,,3123
2005,2,27,1,3700,782,,2918
2005,2,27,2,3607,808,,2799
2005,2,27,3,3560,838,,2723
2005,2,27,4,3548,845,,2703
2005,2,27,5,3583,850,,2734
2005,2,27,6,3669,780,,2890
2005,2,27,7,3831,752,,3080
2005,2,27,8,3917,646,,3272
2005,2,27,9,4127,639,,3489
2005,2,27,10,4235,608,,3628
2005,2,27,11,4297,574,,3724
2005,2,27,12,4306,550,,3757
2005,2,27,13,4265,545,,3720
2005,2,27,14,4209,576,,3633
2005,2,27,15,4165,606,,3559
2005,2,27,16,4155,569,,3586
2005,2,27,17,4250,509,,3741
2005,2,27,18,4544,533,,4011
2005,2,27,19,4949,480,,4470
2005,2,27,20,4918,505,,4413
2005,2,27,21,4791,507,,4285
2005,2,27,22,4560,531,,4030
2005,2,27,23,4190,562,,3628
2005,2,27,24,3845,592,,3254
2005,2,28,1,3664,628,,3037
2005,2,28,2,3597,691,,2907
2005,2,28,3,3562,735,,2828
2005,2,28,4,3595,791,,2804
2005,2,28,5,3708,891,,2818
2005,2,28,6,3967,983,,2985
2005,2,28,7,4381,996,,3385
2005,2,28,8,4517,1082,,3436
2005,2,28,9,4631,1146,,3485
2005,2,28,10,4659,1199,,3460
2005,2,28,11,4682,1281,,3402
2005,2,28,12,4688,1344,,3345
2005,2,28,13,4655,1361,,3295
2005,2,28,14,4606,1342,,3265
2005,2,28,15,4566,1286,,3280
2005,2,28,16,4524,1069,,3456
2005,2,28,17,4552,633,,3920
2005,2,28,18,4799,466,,4333
2005,2,28,19,5199,427,,4773
2005,2,28,20,5174,438,,4737
2005,2,28,21,5039,409,,4631
2005,2,28,22,4729,399,,4330
2005,2,28,23,4279,396,,3884
2005,2,28,24,3903,416,,3487
2005,3,1,1,3722,455,,3267
2005,3,1,2,3629,541,,3088
2005,3,1,3,3565,606,,2960
2005,3,1,4,3613,615,,2999
2005,3,1,5,3735,654,,3082
2005,3,1,6,4081,717,,3364
2005,3,1,7,4586,736,,3850
2005,3,1,8,4771,613,,4159
2005,3,1,9,4831,635,,4197
2005,3,1,10,4815,796,,4019
2005,3,1,11,4830,901,,3929
2005,3,1,12,4811,947,,3864
2005,3,1,13,4776,928,,3849
2005,3,1,14,4734,868,,3867
2005,3,1,15,4708,819,,3890
2005,3,1,16,4655,832,,3823
2005,3,1,17,4734,750,,3984
2005,3,1,18,5010,703,,4308
2005,3,1,19,5309,708,,4601
2005,3,1,20,5262,659,,4604
2005,3,1,21,5085,475,,4610
2005,3,1,22,4782,380,,4403
2005,3,1,23,4299,391,,3908
2005,3,1,24,3906,459,,3447
2005,3,2,1,3714,516,,3199
2005,3,2,2,3627,515,,3113
2005,3,2,3,3548,559,,2989
2005,3,2,4,3573,603,,2971
2005,3,2,5,3690,641,,3049
2005,3,2,6,4021,691,,3330
2005,3,2,7,4488,705,,3784
2005,3,2,8,4652,510,,4143
2005,3,2,9,4708,413,,4295
2005,3,2,10,4716,490,,4227
2005,3,2,11,4727,518,,4210
2005,3,2,12,4697,478,,4219
2005,3,2,13,4651,414,,4238
2005,3,2,14,4627,346,,4282
2005,3,2,15,4584,288,,4297
2005,3,2,16,4543,290,,4253
2005,3,2,17,4602,304,,4298
2005,3,2,18,4787,336,,4451
2005,3,2,19,5182,381,,4802
2005,3,2,20,5164,374,,4791
2005,3,2,21,5003,349,,4655
2005,3,2,22,4730,252,,4478
2005,3,2,23,4235,187,,4049
2005,3,2,24,3868,208,,3660
2005,3,3,1,3696,244,,3452
2005,3,3,2,3623,256,,3368
2005,3,3,3,3572,307,,3265
2005,3,3,4,3595,358,,3238
2005,3,3,5,3718,378,,3340
2005,3,3,6,4038,411,,3627
2005,3,3,7,4489,413,,4076
2005,3,3,8,4680,266,,4415
2005,3,3,9,4718,175,,4543
2005,3,3,10,4698,186,,4512
2005,3,3,11,4755,181,,4574
2005,3,3,12,4696,156,,4541
2005,3,3,13,4657,143,,4515
2005,3,3,14,4638,138,,4501
2005,3,3,15,4641,113,,4529
2005,3,3,16,4541,88,,4453
2005,3,3,17,4616,77,,4540
2005,3,3,18,4737,99,,4639
2005,3,3,19,5142,118,,5024
2005,3,3,20,5129,127,,5002
2005,3,3,21,4984,141,,4843
2005,3,3,22,4682,137,,4545
2005,3,3,23,4231,138,,4093
2005,3,3,24,3849,155,,3694
2005,3,4,1,3673,187,,3487
2005,3,4,2,3585,185,,3400
2005,3,4,3,3554,177,,3377
2005,3,4,4,3595,185,,3410
2005,3,4,5,3702,187,,3515
2005,3,4,6,4016,197,,3819
2005,3,4,7,4413,195,,4219
2005,3,4,8,4601,142,,4459
2005,3,4,9,4668,63,,4605
2005,3,4,10,4694,70,,4625
2005,3,4,11,4734,73,,4662
2005,3,4,12,4727,80,,4647
2005,3,4,13,4717,103,,4614
2005,3,4,14,4688,125,,4564
2005,3,4,15,4673,178,,4495
2005,3,4,16,4592,100,,4492
2005,3,4,17,4585,92,,4493
2005,3,4,18,4683,112,,4572
2005,3,4,19,5002,162,,4840
2005,3,4,20,4954,192,,4763
2005,3,4,21,4826,185,,4642
2005,3,4,22,4561,230,,4331
2005,3,4,23,4193,207,,3986
2005,3,4,24,3860,179,,3681
2005,3,5,1,3652,154,,3499
2005,3,5,2,3552,135,,3417
2005,3,5,3,3528,102,,3427
2005,3,5,4,3521,97,,3424
2005,3,5,5,3589,99,,3490
2005,3,5,6,3768,105,,3664
2005,3,5,7,3948,88,,3861
2005,3,5,8,4149,57,,4092
2005,3,5,9,4307,46,,4262
2005,3,5,10,4413,71,,4343
2005,3,5,11,4455,100,,4355
2005,3,5,12,4444,132,,4313
2005,3,5,13,4395,168,,4227
2005,3,5,14,4323,217,,4106
2005,3,5,15,4288,257,,4031
2005,3,5,16,4265,249,,4016
2005,3,5,17,4274,267,,4008
2005,3,5,18,4438,321,,4118
2005,3,5,19,4790,413,,4377
2005,3,5,20,4772,531,,4241
2005,3,5,21,4640,631,,4009
2005,3,5,22,4433,677,,3756
2005,3,5,23,4105,655,,3450
2005,3,5,24,3795,567,,3228
2005,3,6,1,3598,545,,3053
2005,3,6,2,3484,518,,2966
2005,3,6,3,3446,469,,2978
2005,3,6,4,3421,440,,2981
2005,3,6,5,3464,415,,3049
